SQL­CODE,GDSCODE,Symbol,Message Text
-820,335544881,need_difference,Difference file name should be set explicitly for database on raw device
-823,335544473,invalid_bookmark,invalid bookmark handle
-824,335544474,bad_lock_level,invalid lock level @1
-825,335544519,bad_lock_handle,invalid lock handle
-826,335544585,dsql_stmt_handle,Invalid statement handle
-827,335544655,invalid_direction,invalid direction for find operation
-827,335544718,invalid_key,Invalid key for find operation
-828,335544678,inval_key_posn,invalid key position
-829,335544616,field_ref_err,invalid column reference
-829,336068816,dyn_char_fld_too_small,New size specified for column @1 must be at least @2 characters.
-829,336068817,dyn_invalid_dtype_conversion,Cannot change datatype for @1.  Conversion from base type @2 to @3 is not supported.
-829,336068818,dyn_dtype_conv_invalid,Cannot change datatype for column @1 from a character type to a non-character type.
-829,336068829,max_coll_per_charset,Maximum number of collations per character set exceeded
-829,336068830,invalid_coll_attr,Invalid collation attributes
-829,336068852,dyn_scale_too_big,New scale specified for column @1 must be at most @2.
-829,336068853,dyn_precision_too_small,New precision specified for column @1 must be at least @2.
-829,336068857,dyn_cannot_addrem_computed,Cannot add or remove COMPUTED from column @1
-830,335544615,field_aggregate_err,column used with aggregate
-831,335544548,primary_key_exists,Attempt to define a second PRIMARY KEY for the same table
-832,335544604,key_field_count_err,FOREIGN KEY column count does not match PRIMARY KEY
-833,335544606,expression_eval_err,expression evaluation not supported
-833,335544810,date_range_exceeded,value exceeds the range for valid dates
-833,335544912,time_range_exceeded,value exceeds the range for a valid time
-833,335544913,datetime_range_exceeded,value exceeds the range for valid timestamps
-833,335544937,invalid_type_datetime_op,Invalid data type in DATE/TIME/TIMESTAMP addition or subtraction in add_datettime()
-833,335544938,onlycan_add_timetodate,Only a TIME value can be added to a DATE value
-833,335544939,onlycan_add_datetotime,Only a DATE value can be added to a TIME value
-833,335544940,onlycansub_tstampfromtstamp,TIMESTAMP values can be subtracted only from another TIMESTAMP value
-833,335544941,onlyoneop_mustbe_tstamp,Only one operand can be of type TIMESTAMP
-833,335544942,invalid_extractpart_time,"Only HOUR, MINUTE, SECOND and MILLISECOND can be extracted from TIME values"
-833,335544943,invalid_extractpart_date,"HOUR, MINUTE, SECOND and MILLISECOND cannot be extracted from DATE values"
-833,335544944,invalidarg_extract,Invalid argument for EXTRACT() not being of DATE/TIME/TIMESTAMP type
-833,335544945,sysf_argmustbe_exact,Arguments for @1 must be integral types or NUMERIC/DECIMAL without scale
-833,335544946,sysf_argmustbe_exact_or_fp,First argument for @1 must be integral type or floating point type
-833,335544947,sysf_argviolates_uuidtype,Human readable UUID argument for @1 must be of string type
-833,335544948,sysf_argviolates_uuidlen,Human readable UUID argument for @2 must be of exact length @1
-833,335544949,sysf_argviolates_uuidfmt,"Human readable UUID argument for @3 must have ""-"" at position @2 instead of ""@1"""
-833,335544950,sysf_argviolates_guidigits,"Human readable UUID argument for @3 must have hex digit at position @2 instead of ""@1"""
-833,335544951,sysf_invalid_addpart_time,"Only HOUR, MINUTE, SECOND and MILLISECOND can be added to TIME values in @1"
-833,335544952,sysf_invalid_add_datetime,Invalid data type in addition of part to DATE/TIME/TIMESTAMP in @1
-833,335544953,sysf_invalid_addpart_dtime,Invalid part @1 to be added to a DATE/TIME/TIMESTAMP value in @2
-833,335544954,sysf_invalid_add_dtime_rc,Expected DATE/TIME/TIMESTAMP type in evlDateAdd() result
-833,335544955,sysf_invalid_diff_dtime,Expected DATE/TIME/TIMESTAMP type as first and second argument to @1
-833,335544956,sysf_invalid_timediff,"The result of TIME-<value> in @1 cannot be expressed in YEAR, MONTH, DAY or WEEK"
-833,335544957,sysf_invalid_tstamptimediff,"The result of TIME-TIMESTAMP or TIMESTAMP-TIME in @1 cannot be expressed in HOUR, MINUTE, SECOND or MILLISECOND"
-833,335544958,sysf_invalid_datetimediff,"The result of DATE-TIME or TIME-DATE in @1 cannot be expressed in HOUR, MINUTE, SECOND and MILLISECOND"
-833,335544959,sysf_invalid_diffpart,Invalid part @1 to express the difference between two DATE/TIME/TIMESTAMP values in @2
-833,335544960,sysf_argmustbe_positive,Argument for @1 must be positive
-833,335544961,sysf_basemustbe_positive,Base for @1 must be positive
-833,335544962,sysf_argnmustbe_nonneg,Argument #@1 for @2 must be zero or positive
-833,335544963,sysf_argnmustbe_positive,Argument #@1 for @2 must be positive
-833,335544964,sysf_invalid_zeropowneg,Base for @1 cannot be zero if exponent is negative
-833,335544965,sysf_invalid_negpowfp,Base for @1 cannot be negative if exponent is not an integral value
-833,335544966,sysf_invalid_scale,The numeric scale must be between -128 and 127 in @1
-833,335544967,sysf_argmustbe_nonneg,Argument for @1 must be zero or positive
-833,335544968,sysf_binuuid_mustbe_str,Binary UUID argument for @1 must be of string type
-833,335544969,sysf_binuuid_wrongsize,Binary UUID argument for @2 must use @1 bytes
-833,335544976,sysf_argmustbe_nonzero,Argument for @1 must be different than zero
-833,335544977,sysf_argmustbe_range_inc1_1,"Argument for @1 must be in the range [-1, 1]"
-833,335544978,sysf_argmustbe_gteq_one,Argument for @1 must be greater or equal than one
-833,335544979,sysf_argmustbe_range_exc1_1,"Argument for @1 must be in the range ]-1, 1["
-833,335544981,sysf_fp_overflow,Floating point overflow in built-in function @1
-833,335545009,sysf_invalid_trig_namespace,Invalid usage of context namespace DDL_TRIGGER
-833,335545024,sysf_argscant_both_be_zero,Arguments for @1 cannot both be zero
-833,335545046,max_args_exceeded,Maximum (@1) number of arguments exceeded for function @2
-833,335545120,window_frame_value_invalid,Invalid PRECEDING or FOLLOWING offset in window function: cannot be negative
-833,335545121,dsql_window_not_found,Window @1 not found
-833,335545122,dsql_window_cant_overr_part,Cannot use PARTITION BY clause while overriding the window @1
-833,335545123,dsql_window_cant_overr_order,Cannot use ORDER BY clause while overriding the window @1 which already has an ORDER BY clause
-833,335545124,dsql_window_cant_overr_frame,Cannot override the window @1 because it has a frame clause. Tip: it can be used without parenthesis in OVER
-833,335545125,dsql_window_duplicate,Duplicate window definition for @1
-833,335545156,sysf_invalid_first_last_part,Invalid part @1 to calculate the @1 of a DATE/TIMESTAMP
-833,335545157,sysf_invalid_date_timestamp,Expected DATE/TIMESTAMP value in @1
-833,336397240,dsql_eval_unknode,Unknown node type @1 in dsql/GEN_expr
-833,336397241,dsql_agg_wrongarg,Argument for @1 in dialect 1 must be string or numeric
-833,336397242,dsql_agg2_wrongarg,Argument for @1 in dialect 3 must be numeric
-833,336397243,dsql_nodateortime_pm_string,Strings cannot be added to or subtracted from DATE or TIME types
-833,336397244,dsql_invalid_datetime_subtract,"Invalid data type for subtraction involving DATE, TIME or TIMESTAMP types"
-833,336397245,dsql_invalid_dateortime_add,Adding two DATE values or two TIME values is not allowed
-833,336397246,dsql_invalid_type_minus_date,DATE value cannot be subtracted from the provided data type
-833,336397247,dsql_nostring_addsub_dial3,Strings cannot be added or subtracted in dialect 3
-833,336397248,dsql_invalid_type_addsub_dial3,Invalid data type for addition or subtraction in dialect 3
-833,336397249,dsql_invalid_type_multip_dial1,Invalid data type for multiplication in dialect 1
-833,336397250,dsql_nostring_multip_dial3,Strings cannot be multiplied in dialect 3
-833,336397251,dsql_invalid_type_multip_dial3,Invalid data type for multiplication in dialect 3
-833,336397252,dsql_mustuse_numeric_div_dial1,Division in dialect 1 must be between numeric data types
-833,336397253,dsql_nostring_div_dial3,Strings cannot be divided in dialect 3
-833,336397254,dsql_invalid_type_div_dial3,Invalid data type for division in dialect 3
-833,336397255,dsql_nostring_neg_dial3,Strings cannot be negated (applied the minus operator) in dialect 3
-833,336397256,dsql_invalid_type_neg,Invalid data type for negation (minus operator)
-834,335544508,range_not_found,refresh range number @1 not found
-835,335544649,bad_checksum,bad checksum
-836,335544517,except,exception @1
-836,335544848,except2,exception @1
-836,335545016,formatted_exception,@1
-837,335544518,cache_restart,restart shared cache manager
-838,335544560,shutwarn,database @1 shutdown in @2 seconds
-839,335544686,jrn_format_err,journal file wrong format
-840,335544687,jrn_file_full,intermediate journal file full
-841,335544677,version_err,too many versions
-842,335544697,precision_err,Precision must be from 1 to 18
-842,335544698,scale_nogt,Scale must be between zero and precision
-842,335544699,expec_short,Short integer expected
-842,335544700,expec_long,Long integer expected
-842,335544701,expec_ushort,Unsigned short integer expected
-842,335544712,expec_positive,Positive value expected
-842,335545138,decprecision_err,DecFloat precision must be 16 or 34
-842,335545158,precision_err2,Precision must be from @1 to @2
-901,335544322,bad_dbkey,invalid database key
-901,335544326,bad_dpb_form,unrecognized database parameter block
-901,335544327,bad_req_handle,invalid request handle
-901,335544328,bad_segstr_handle,invalid BLOB handle
-901,335544329,bad_segstr_id,invalid BLOB ID
-901,335544330,bad_tpb_content,invalid parameter in transaction parameter block
-901,335544331,bad_tpb_form,invalid format for transaction parameter block
-901,335544332,bad_trans_handle,invalid transaction handle (expecting explicit transaction start)
-901,335544337,excess_trans,attempt to start more than @1 transactions
-901,335544339,infinap,information type inappropriate for object specified
-901,335544340,infona,no information of this type available for object specified
-901,335544341,infunk,unknown information item
-901,335544342,integ_fail,action cancelled by trigger (@1) to preserve data integrity
-901,335544345,lock_conflict,lock conflict on no wait transaction
-901,335544350,no_finish,program attempted to exit without finishing database
-901,335544353,no_recon,transaction is not in limbo
-901,335544355,no_segstr_close,BLOB was not closed
-901,335544357,open_trans,cannot disconnect database with open transactions (@1 active)
-901,335544358,port_len,"message length error (encountered @1, expected @2)"
-901,335544363,req_no_trans,no transaction for request
-901,335544364,req_sync,request synchronization error
-901,335544365,req_wrong_db,request referenced an unavailable database
-901,335544369,segstr_no_read,"attempted read of a new, open BLOB"
-901,335544370,segstr_no_trans,attempted action on BLOB outside transaction
-901,335544372,segstr_wrong_db,attempted reference to BLOB in unavailable database
-901,335544376,unres_rel,table @1 was omitted from the transaction reserving list
-901,335544377,uns_ext,request includes a DSRI extension not supported in this implementation
-901,335544378,wish_list,feature is not supported
-901,335544382,random,@1
-901,335544383,fatal_conflict,unrecoverable conflict with limbo transaction @1
-901,335544392,bdbincon,internal error
-901,335544407,dbbnotzer,database handle not zero
-901,335544408,tranotzer,transaction handle not zero
-901,335544418,trainlim,transaction in limbo
-901,335544419,notinlim,transaction not in limbo
-901,335544420,traoutsta,transaction outstanding
-901,335544428,badmsgnum,undefined message number
-901,335544431,blocking_signal,blocking signal has been received
-901,335544442,noargacc_read,database system cannot read argument @1
-901,335544443,noargacc_write,database system cannot write argument @1
-901,335544450,misc_interpreted,@1
-901,335544468,tra_state,transaction @1 is @2
-901,335544485,bad_stmt_handle,invalid statement handle
-901,335544510,lock_timeout,lock time-out on wait transaction
-901,335544559,bad_svc_handle,invalid service handle
-901,335544561,wrospbver,wrong version of service parameter block
-901,335544562,bad_spb_form,unrecognized service parameter block
-901,335544563,svcnotdef,service @1 is not defined
-901,335544609,index_name,INDEX @1
-901,335544610,exception_name,EXCEPTION @1
-901,335544611,field_name,COLUMN @1
-901,335544613,union_err,union not supported
-901,335544614,dsql_construct_err,Unsupported DSQL construct
-901,335544623,dsql_domain_err,Illegal use of keyword VALUE
-901,335544626,table_name,TABLE @1
-901,335544627,proc_name,PROCEDURE @1
-901,335544641,dsql_domain_not_found,Specified domain or source column @1 does not exist
-901,335544656,dsql_var_conflict,variable @1 conflicts with parameter in same procedure
-901,335544666,srvr_version_too_old,server version too old to support all CREATE DATABASE options
-901,335544673,no_delete,cannot delete
-901,335544675,sort_err,sort error
-901,335544703,svcnoexe,service @1 does not have an associated executable
-901,335544704,net_lookup_err,Failed to locate host machine.
-901,335544705,service_unknown,Undefined service @1/@2.
-901,335544706,host_unknown,The specified name was not found in the hosts file or Domain Name Services.
-901,335544711,unprepared_stmt,Attempt to execute an unprepared dynamic SQL statement.
-901,335544716,svc_in_use,Service is currently busy: @1
-901,335544719,net_init_error,Error initializing the network software.
-901,335544720,loadlib_failure,Unable to load required library @1.
-901,335544731,tra_must_sweep,""
-901,335544740,udf_exception,A fatal exception occurred during the execution of a user defined function.
-901,335544741,lost_db_connection,connection lost to database
-901,335544742,no_write_user_priv,User cannot write to RDB$USER_PRIVILEGES
-901,335544767,blob_filter_exception,A fatal exception occurred during the execution of a blob filter.
-901,335544768,exception_access_violation,Access violation.  The code attempted to access a virtual address without privilege to do so.
-901,335544769,exception_datatype_missalignment,Datatype misalignment.  The attempted to read or write a value that was not stored on a memory boundary.
-901,335544770,exception_array_bounds_exceeded,Array bounds exceeded.  The code attempted to access an array element that is out of bounds.
-901,335544771,exception_float_denormal_operand,Float denormal operand.  One of the floating-point operands is too small to represent a standard float value.
-901,335544772,exception_float_divide_by_zero,Floating-point divide by zero.  The code attempted to divide a floating-point value by zero.
-901,335544773,exception_float_inexact_result,Floating-point inexact result.  The result of a floating-point operation cannot be represented as a decimal fraction.
-901,335544774,exception_float_invalid_operand,Floating-point invalid operand.  An indeterminant error occurred during a floating-point operation.
-901,335544775,exception_float_overflow,Floating-point overflow.  The exponent of a floating-point operation is greater than the magnitude allowed.
-901,335544776,exception_float_stack_check,Floating-point stack check.  The stack overflowed or underflowed as the result of a floating-point operation.
-901,335544777,exception_float_underflow,Floating-point underflow.  The exponent of a floating-point operation is less than the magnitude allowed.
-901,335544778,exception_integer_divide_by_zero,Integer divide by zero.  The code attempted to divide an integer value by an integer divisor of zero.
-901,335544779,exception_integer_overflow,Integer overflow.  The result of an integer operation caused the most significant bit of the result to carry.
-901,335544780,exception_unknown,An exception occurred that does not have a description.  Exception number @1.
-901,335544781,exception_stack_overflow,Stack overflow.  The resource requirements of the runtime stack have exceeded the memory available to it.
-901,335544782,exception_sigsegv,Segmentation Fault. The code attempted to access memory without privileges.
-901,335544783,exception_sigill,Illegal Instruction. The Code attempted to perform an illegal operation.
-901,335544784,exception_sigbus,Bus Error. The Code caused a system bus error.
-901,335544785,exception_sigfpe,Floating Point Error. The Code caused an Arithmetic Exception or a floating point exception.
-901,335544786,ext_file_delete,Cannot delete rows from external files.
-901,335544787,ext_file_modify,Cannot update rows in external files.
-901,335544788,adm_task_denied,Unable to perform operation
-901,335544794,cancelled,operation was cancelled
-901,335544797,svcnouser,user name and password are required while attaching to the services manager
-901,335544801,datype_notsup,data type not supported for arithmetic
-901,335544803,dialect_not_changed,Database dialect not changed.
-901,335544804,database_create_failed,Unable to create database @1
-901,335544805,inv_dialect_specified,Database dialect @1 is not a valid dialect.
-901,335544806,valid_db_dialects,Valid database dialects are @1.
-901,335544811,inv_client_dialect_specified,passed client dialect @1 is not a valid dialect.
-901,335544812,valid_client_dialects,Valid client dialects are @1.
-901,335544814,service_not_supported,Services functionality will be supported in a later version  of the product
-901,335544820,invalid_savepoint,Unable to find savepoint with name @1 in transaction context
-901,335544835,bad_shutdown_mode,"Target shutdown mode is invalid for database ""@1"""
-901,335544840,no_update,cannot update
-901,335544842,stack_trace,@1
-901,335544843,ctx_var_not_found,Context variable @1 is not found in namespace @2
-901,335544844,ctx_namespace_invalid,Invalid namespace name @1 passed to @2
-901,335544845,ctx_too_big,Too many context variables
-901,335544846,ctx_bad_argument,Invalid argument passed to @1
-901,335544847,identifier_too_long,BLR syntax error. Identifier @1... is too long
-901,335544859,invalid_time_precision,Time precision exceeds allowed range (0-@1)
-901,335544866,met_wrong_gtt_scope,@1 cannot depend on @2
-901,335544868,illegal_prc_type,Procedure @1 is not selectable (it does not contain a SUSPEND statement)
-901,335544869,invalid_sort_datatype,Datatype @1 is not supported for sorting operation
-901,335544870,collation_name,COLLATION @1
-901,335544871,domain_name,DOMAIN @1
-901,335544874,max_db_per_trans_allowed,A multi database transaction cannot span more than @1 databases
-901,335544876,bad_proc_BLR,Error while parsing procedure @1's BLR
-901,335544877,key_too_big,index key too big
-901,335544885,bad_teb_form,Invalid TEB format
-901,335544886,tpb_multiple_txn_isolation,Found more than one transaction isolation in TPB
-901,335544887,tpb_reserv_before_table,Table reservation lock type @1 requires table name before in TPB
-901,335544888,tpb_multiple_spec,Found more than one @1 specification in TPB
-901,335544889,tpb_option_without_rc,Option @1 requires READ COMMITTED isolation in TPB
-901,335544890,tpb_conflicting_options,Option @1 is not valid if @2 was used previously in TPB
-901,335544891,tpb_reserv_missing_tlen,Table name length missing after table reservation @1 in TPB
-901,335544892,tpb_reserv_long_tlen,Table name length @1 is too long after table reservation @2 in TPB
-901,335544893,tpb_reserv_missing_tname,Table name length @1 without table name after table reservation @2 in TPB
-901,335544894,tpb_reserv_corrup_tlen,Table name length @1 goes beyond the remaining TPB size after table reservation @2
-901,335544895,tpb_reserv_null_tlen,Table name length is zero after table reservation @1 in TPB
-901,335544896,tpb_reserv_relnotfound,Table or view @1 not defined in system tables after table reservation @2 in TPB
-901,335544897,tpb_reserv_baserelnotfound,Base table or view @1 for view @2 not defined in system tables after table reservation @3 in TPB
-901,335544898,tpb_missing_len,Option length missing after option @1 in TPB
-901,335544899,tpb_missing_value,Option length @1 without value after option @2 in TPB
-901,335544900,tpb_corrupt_len,Option length @1 goes beyond the remaining TPB size after option @2
-901,335544901,tpb_null_len,Option length is zero after table reservation @1 in TPB
-901,335544902,tpb_overflow_len,Option length @1 exceeds the range for option @2 in TPB
-901,335544903,tpb_invalid_value,Option value @1 is invalid for the option @2 in TPB
-901,335544904,tpb_reserv_stronger_wng,"Preserving previous table reservation @1 for table @2, stronger than new @3 in TPB"
-901,335544905,tpb_reserv_stronger,Table reservation @1 for table @2 already specified and is stronger than new @3 in TPB
-901,335544906,tpb_reserv_max_recursion,Table reservation reached maximum recursion of @1 when expanding views in TPB
-901,335544907,tpb_reserv_virtualtbl,Table reservation in TPB cannot be applied to @1 because it's a virtual table
-901,335544908,tpb_reserv_systbl,Table reservation in TPB cannot be applied to @1 because it's a system table
-901,335544909,tpb_reserv_temptbl,Table reservation @1 or @2 in TPB cannot be applied to @3 because it's a temporary table
-901,335544910,tpb_readtxn_after_writelock,Cannot set the transaction in read only mode after a table reservation isc_tpb_lock_write in TPB
-901,335544911,tpb_writelock_after_readtxn,Cannot take a table reservation isc_tpb_lock_write in TPB because the transaction is in read only mode
-901,335544917,shutdown_timeout,Firebird shutdown is still in progress after the specified timeout
-901,335544918,att_handle_busy,Attachment handle is busy
-901,335544919,bad_udf_freeit,Bad written UDF detected: pointer returned in FREE_IT function was not allocated by ib_util_malloc
-901,335544920,eds_provider_not_found,External Data Source provider '@1' not found
-901,335544921,eds_connection,"Execute statement error at @1 :
@2Data source : @3"
-901,335544922,eds_preprocess,Execute statement preprocess SQL error
-901,335544923,eds_stmt_expected,Statement expected
-901,335544924,eds_prm_name_expected,Parameter name expected
-901,335544925,eds_unclosed_comment,Unclosed comment found near '@1'
-901,335544926,eds_statement,"Execute statement error at @1 :
@2Statement : @3
Data source : @4"
-901,335544927,eds_input_prm_mismatch,Input parameters mismatch
-901,335544928,eds_output_prm_mismatch,Output parameters mismatch
-901,335544929,eds_input_prm_not_set,Input parameter '@1' have no value set
-901,335544933,nothing_to_cancel,nothing to cancel
-901,335544934,ibutil_not_loaded,ib_util library has not been loaded to deallocate memory returned by FREE_IT function
-901,335544973,bad_epb_form,Unrecognized events block
-901,335544982,udf_fp_overflow,Floating point overflow in result from UDF @1
-901,335544983,udf_fp_nan,Invalid floating point value returned by UDF @1
-901,335544985,out_of_temp_space,No free space found in temporary directories
-901,335544986,eds_expl_tran_ctrl,Explicit transaction control is not allowed
-901,335544988,package_name,PACKAGE @1
-901,335544989,cannot_make_not_null,Cannot make field @1 of table @2 NOT NULL because there are NULLs present
-901,335544990,feature_removed,Feature @1 is not supported anymore
-901,335544991,view_name,VIEW @1
-901,335544993,invalid_fetch_option,Fetch option @1 is invalid for a non-scrollable cursor
-901,335544994,bad_fun_BLR,Error while parsing function @1's BLR
-901,335544995,func_pack_not_implemented,Cannot execute function @1 of the unimplemented package @2
-901,335544996,proc_pack_not_implemented,Cannot execute procedure @1 of the unimplemented package @2
-901,335544997,eem_func_not_returned,External function @1 not returned by the external engine plugin @2
-901,335544998,eem_proc_not_returned,External procedure @1 not returned by the external engine plugin @2
-901,335544999,eem_trig_not_returned,External trigger @1 not returned by the external engine plugin @2
-901,335545000,eem_bad_plugin_ver,Incompatible plugin version @1 for external engine @2
-901,335545001,eem_engine_notfound,External engine @1 not found
-901,335545004,pman_cannot_load_plugin,Error loading plugin @1
-901,335545005,pman_module_notfound,Loadable module @1 not found
-901,335545006,pman_entrypoint_notfound,Standard plugin entrypoint does not exist in module @1
-901,335545007,pman_module_bad,Module @1 exists but can not be loaded
-901,335545008,pman_plugin_notfound,Module @1 does not contain plugin @2 type @3
-901,335545010,unexpected_null,Value is NULL but isNull parameter was not informed
-901,335545011,type_notcompat_blob,Type @1 is incompatible with BLOB
-901,335545012,invalid_date_val,Invalid date
-901,335545013,invalid_time_val,Invalid time
-901,335545014,invalid_timestamp_val,Invalid timestamp
-901,335545015,invalid_index_val,Invalid index @1 in function @2
-901,335545018,private_function,Function @1 is private to package @2
-901,335545019,private_procedure,Procedure @1 is private to package @2
-901,335545021,bad_events_handle,invalid events id (handle)
-901,335545025,spb_no_id,missing service ID in spb
-901,335545026,ee_blr_mismatch_null,External BLR message mismatch: invalid null descriptor at field @1
-901,335545027,ee_blr_mismatch_length,"External BLR message mismatch: length = @1, expected @2"
-901,335545031,libtommath_generic,Libtommath error code @1 in function @2
-901,335545041,cp_process_active,Crypt failed - already crypting database
-901,335545042,cp_already_crypted,Crypt failed - database is already in requested state
-901,335545047,ee_blr_mismatch_names_count,"External BLR message mismatch: names count = @1, blr count = @2"
-901,335545048,ee_blr_mismatch_name_not_found,External BLR message mismatch: name @1 not found
-901,335545049,bad_result_set,Invalid resultset interface
-901,335545059,badvarnum,undefined variable number
-901,335545071,info_unprepared_stmt,Attempt to get information about an unprepared dynamic SQL statement.
-901,335545072,idx_key_value,Problematic key value is @1
-901,335545073,forupdate_virtualtbl,Cannot select virtual table @1 for update WITH LOCK
-901,335545074,forupdate_systbl,Cannot select system table @1 for update WITH LOCK
-901,335545075,forupdate_temptbl,Cannot select temporary table @1 for update WITH LOCK
-901,335545076,cant_modify_sysobj,System @1 @2 cannot be modified
-901,335545077,server_misconfigured,Server misconfigured - contact administrator please
-901,335545078,alter_role,Deprecated backward compatibility ALTER ROLE ... SET/DROP AUTO ADMIN mapping may be used only for RDB$ADMIN role
-901,335545079,map_already_exists,Mapping @1 already exists
-901,335545080,map_not_exists,Mapping @1 does not exist
-901,335545081,map_load,@1 failed when loading mapping cache
-901,335545082,map_aster,Invalid name <*> in authentication block
-901,335545083,map_multi,Multiple maps found for @1
-901,335545084,map_undefined,Undefined mapping result - more than one different results found
-901,335545088,map_nodb,Global mapping is not available when database @1 is not present
-901,335545089,map_notable,Global mapping is not available when table RDB$MAP is not present in database @1
-901,335545090,miss_trusted_role,Your attachment has no trusted role
-901,335545091,set_invalid_role,Role @1 is invalid or unavailable
-901,335545093,dup_attribute,Duplicated user attribute @1
-901,335545094,dyn_no_priv,There is no privilege for this operation
-901,335545095,dsql_cant_grant_option,Using GRANT OPTION on @1 not allowed
-901,335545097,crdb_load,@1 failed when working with CREATE DATABASE grants
-901,335545098,crdb_nodb,CREATE DATABASE grants check is not possible when database @1 is not present
-901,335545099,crdb_notable,CREATE DATABASE grants check is not possible when table RDB$DB_CREATORS is not present in database @1
-901,335545102,savepoint_backout_err,Error during savepoint backout - transaction invalidated
-901,335545105,map_down,Some database(s) were shutdown when trying to read mapping data
-901,335545109,encrypt_error,Page requires encryption but crypt plugin is missing
-901,335545111,wrong_prvlg,System privilege @1 does not exist
-901,335545115,no_cursor,Cannot open cursor for non-SELECT statement
-901,335545127,cfg_stmt_timeout,Config level timeout expired.
-901,335545128,att_stmt_timeout,Attachment level timeout expired.
-901,335545129,req_stmt_timeout,Statement level timeout expired.
-901,335545139,decfloat_divide_by_zero,Decimal float divide by zero.  The code attempted to divide a DECFLOAT value by zero.
-901,335545140,decfloat_inexact_result,Decimal float inexact result.  The result of an operation cannot be represented as a decimal fraction.
-901,335545141,decfloat_invalid_operation,Decimal float invalid operation.  An indeterminant error occurred during an operation.
-901,335545142,decfloat_overflow,Decimal float overflow.  The exponent of a result is greater than the magnitude allowed.
-901,335545143,decfloat_underflow,Decimal float underflow.  The exponent of a result is less than the magnitude allowed.
-901,335545144,subfunc_notdef,Sub-function @1 has not been defined
-901,335545145,subproc_notdef,Sub-procedure @1 has not been defined
-901,335545146,subfunc_signat,Sub-function @1 has a signature mismatch with its forward declaration
-901,335545147,subproc_signat,Sub-procedure @1 has a signature mismatch with its forward declaration
-901,335545148,subfunc_defvaldecl,Default values for parameters are not allowed in definition of the previously declared sub-function @1
-901,335545149,subproc_defvaldecl,Default values for parameters are not allowed in definition of the previously declared sub-procedure @1
-901,335545150,subfunc_not_impl,Sub-function @1 was declared but not implemented
-901,335545151,subproc_not_impl,Sub-procedure @1 was declared but not implemented
-901,335545152,sysf_invalid_hash_algorithm,Invalid HASH algorithm @1
-901,335545153,expression_eval_index,"Expression evaluation error for index ""@1"" on table ""@2"""
-901,335545154,invalid_decfloat_trap,Invalid decfloat trap state @1
-901,335545155,invalid_decfloat_round,Invalid decfloat rounding mode @1
-901,335545159,bad_batch_handle,invalid batch handle
-901,335545160,intl_char,Bad international character in tag @1
-901,335545161,null_block,Null data in parameters block with non-zero length
-901,335545162,mixed_info,Items working with running service and getting generic server information should not be mixed in single info block
-901,335545163,unknown_info,"Unknown information item, code @1"
-901,335545164,bpb_version,"Wrong version of blob parameters block @1, should be @2"
-901,335545165,user_manager,User management plugin is missing or failed to load
-901,335545168,metadata_name,Name @1 not found in system MetadataBuilder
-901,335545169,tokens_parse,Parse to tokens error
-901,335545171,batch_compl_range,"Message @1 is out of range, only @2 messages in batch"
-901,335545172,batch_compl_detail,Detailed error info for message @1 is missing in batch
-901,335545175,big_segment,Segment size (@1) should not exceed 65535 (64K - 1) when using segmented blob
-901,335545176,batch_policy,Invalid blob policy in the batch for @1() call
-901,335545177,batch_defbpb,Can't change default BPB after adding any data to batch
-901,335545178,batch_align,Unexpected info buffer structure querying for default blob alignment
-901,335545179,multi_segment_dup,Duplicated segment @1 in multisegment connect block parameter
-901,335545181,message_format,Error parsing message format
-901,335545182,batch_param_version,"Wrong version of batch parameters block @1, should be @2"
-901,335545183,batch_msg_long,Message size (@1) in batch exceeds internal buffer size (@2)
-901,335545184,batch_open,Batch already opened for this statement
-901,335545185,batch_type,Invalid type of statement used in batch
-901,335545186,batch_param,Statement used in batch must have parameters
-901,335545187,batch_blobs,There are no blobs in associated with batch statement
-901,335545188,batch_blob_append,appendBlobData() is used to append data to last blob but no such blob was added to the batch
-901,335545189,batch_stream_align,"Portions of data, passed as blob stream, should have size multiple to the alignment required for blobs"
-901,335545190,batch_rpt_blob,Repeated blob id @1 in registerBlob()
-901,335545191,batch_blob_buf,Blob buffer format error
-901,335545192,batch_small_data,Unusable (too small) data remained in @1 buffer
-901,335545193,batch_cont_bpb,Blob continuation should not contain BPB
-901,335545194,batch_big_bpb,Size of BPB (@1) greater than remaining data (@2)
-901,335545195,batch_big_segment,Size of segment (@1) greater than current BLOB data (@2)
-901,335545196,batch_big_seg2,Size of segment (@1) greater than available data (@2)
-901,335545197,batch_blob_id,Unknown blob ID @1 in the batch message
-901,335545198,batch_too_big,Internal buffer overflow - batch too big
-901,335545199,num_literal,Numeric literal too long
-901,335545202,hdr_overflow,Header page overflow - too many clumplets on it
-901,335545203,vld_plugins,No matching client/server authentication plugins configured for execute statement in embedded datasource
-901,335545206,ses_reset_err,Cannot reset user session
-901,335545207,ses_reset_open_trans,There are open transactions (@1 active)
-901,335545208,ses_reset_warn,Session was reset with warning(s)
-901,335545209,ses_reset_tran_rollback,"Transaction is rolled back due to session reset, all changes are lost"
-901,335545210,plugin_name,Plugin @1:
-901,335545211,parameter_name,PARAMETER @1
-901,335545212,file_starting_page_err,Starting page number for file @1 must be @2 or greater
